"id","word","cefr","parts_of_speech","resolved_meanings","cambridge_english_arabic_url","cambridge_english_url","oxford_pos_url","review_status"
"234","balance","B1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/balance","https://dictionary.cambridge.org/dictionary/english/balance","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"236","ban","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/ban","https://dictionary.cambridge.org/dictionary/english/ban","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"244","base","B1","noun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/base","https://dictionary.cambridge.org/dictionary/english/base","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"256","be","A1","verb + auxiliary","3","https://dictionary.cambridge.org/dictionary/english-arabic/be","https://dictionary.cambridge.org/dictionary/english/be","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"272","behind","A1","preposition + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/behind","https://dictionary.cambridge.org/dictionary/english/behind","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"278","below","A1","adverb + preposition","4","https://dictionary.cambridge.org/dictionary/english-arabic/below","https://dictionary.cambridge.org/dictionary/english/below","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"280","bend","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/bend","https://dictionary.cambridge.org/dictionary/english/bend","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"285","best","A2","adverb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/best","https://dictionary.cambridge.org/dictionary/english/best","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"286","bet","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/bet","https://dictionary.cambridge.org/dictionary/english/bet","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"291","beyond","B2","preposition + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/beyond","https://dictionary.cambridge.org/dictionary/english/beyond","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"305","bite","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/bite","https://dictionary.cambridge.org/dictionary/english/bite","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"307","black","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/black","https://dictionary.cambridge.org/dictionary/english/black","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"308","blame","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/blame","https://dictionary.cambridge.org/dictionary/english/blame","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"309","blank","A2","adjective + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/blank","https://dictionary.cambridge.org/dictionary/english/blank","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"311","block","B1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/block","https://dictionary.cambridge.org/dictionary/english/block","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"316","blue","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/blue","https://dictionary.cambridge.org/dictionary/english/blue","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"322","bomb","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/bomb","https://dictionary.cambridge.org/dictionary/english/bomb","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"335","both","A1","determiner + pronoun","2","https://dictionary.cambridge.org/dictionary/english-arabic/both","https://dictionary.cambridge.org/dictionary/english/both","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"338","bottom","A2","noun + adjective","4","https://dictionary.cambridge.org/dictionary/english-arabic/bottom","https://dictionary.cambridge.org/dictionary/english/bottom","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"355","broadcast","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/broadcast","https://dictionary.cambridge.org/dictionary/english/broadcast","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"358","brown","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/brown","https://dictionary.cambridge.org/dictionary/english/brown","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"359","brush","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/brush","https://dictionary.cambridge.org/dictionary/english/brush","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"386","call","A1","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/call","https://dictionary.cambridge.org/dictionary/english/call","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"387","calm","B1","adjective + verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/calm","https://dictionary.cambridge.org/dictionary/english/calm","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"389","camp","A2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/camp","https://dictionary.cambridge.org/dictionary/english/camp","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"390","campaign","B1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/campaign","https://dictionary.cambridge.org/dictionary/english/campaign","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"402","capital","A1","noun + adjective","5","https://dictionary.cambridge.org/dictionary/english-arabic/capital","https://dictionary.cambridge.org/dictionary/english/capital","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"404","capture","B2","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/capture","https://dictionary.cambridge.org/dictionary/english/capture","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"407","care","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/care","https://dictionary.cambridge.org/dictionary/english/care","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"412","cast","B2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/cast","https://dictionary.cambridge.org/dictionary/english/cast","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"418","cause","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/cause","https://dictionary.cambridge.org/dictionary/english/cause","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"442","change","A1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/change","https://dictionary.cambridge.org/dictionary/english/change","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"446","characteristic","B2","noun + adjective","4","https://dictionary.cambridge.org/dictionary/english-arabic/characteristic","https://dictionary.cambridge.org/dictionary/english/characteristic","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"447","charge","B1","noun + verb","6","https://dictionary.cambridge.org/dictionary/english-arabic/charge","https://dictionary.cambridge.org/dictionary/english/charge","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"451","chat","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/chat","https://dictionary.cambridge.org/dictionary/english/chat","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"454","cheat","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/cheat","https://dictionary.cambridge.org/dictionary/english/cheat","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"460","chemical","B1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/chemical","https://dictionary.cambridge.org/dictionary/english/chemical","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"464","chief","B2","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/chief","https://dictionary.cambridge.org/dictionary/english/chief","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"474","circle","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/circle","https://dictionary.cambridge.org/dictionary/english/circle","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"480","claim","B1","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/claim","https://dictionary.cambridge.org/dictionary/english/claim","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"482","classic","B2","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/classic","https://dictionary.cambridge.org/dictionary/english/classic","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"484","click","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/click","https://dictionary.cambridge.org/dictionary/english/click","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"510","cold","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/cold","https://dictionary.cambridge.org/dictionary/english/cold","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"511","collapse","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/collapse","https://dictionary.cambridge.org/dictionary/english/collapse","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"523","comfort","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/comfort","https://dictionary.cambridge.org/dictionary/english/comfort","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"525","command","B2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/command","https://dictionary.cambridge.org/dictionary/english/command","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"528","commercial","B1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/commercial","https://dictionary.cambridge.org/dictionary/english/commercial","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"529","commission","B2","noun + verb","5","https://dictionary.cambridge.org/dictionary/english-arabic/","https://dictionary.cambridge.org/dictionary/english/commission","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"533","common","A1","adjective + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/common","https://dictionary.cambridge.org/dictionary/english/common","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"547","complete","A1","adjective + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/complete","https://dictionary.cambridge.org/dictionary/english/complete","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"557","conduct","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/conduct","https://dictionary.cambridge.org/dictionary/english/conduct","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"562","conflict","B2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/conflict","https://dictionary.cambridge.org/dictionary/english/conflict","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"571","conservative","B2","adjective + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/conservative","https://dictionary.cambridge.org/dictionary/english/conservative","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"582","contact","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/contact","https://dictionary.cambridge.org/dictionary/english/contact","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"587","contest","B2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/contest","https://dictionary.cambridge.org/dictionary/english/contest","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"592","contract","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/contract","https://dictionary.cambridge.org/dictionary/english/contract","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"593","contrast","B1","noun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/contrast","https://dictionary.cambridge.org/dictionary/english/contrast","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"596","control","A2","noun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/control","https://dictionary.cambridge.org/dictionary/english/control","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"608","copy","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/copy","https://dictionary.cambridge.org/dictionary/english/copy","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"609","core","B2","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/core","https://dictionary.cambridge.org/dictionary/english/core","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"612","correct","A1","adjective + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/correct","https://dictionary.cambridge.org/dictionary/english/correct","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"614","cost","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/cost","https://dictionary.cambridge.org/dictionary/english/cost","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"627","crash","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/crash","https://dictionary.cambridge.org/dictionary/english/crash","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"648","cross","A2","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/cross","https://dictionary.cambridge.org/dictionary/english/cross","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"659","cure","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/cure","https://dictionary.cambridge.org/dictionary/english/cure","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"666","curve","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/curve","https://dictionary.cambridge.org/dictionary/english/curve","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"672","cycle","A2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/cycle","https://dictionary.cambridge.org/dictionary/english/cycle","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"676","damage","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/damage","https://dictionary.cambridge.org/dictionary/english/damage","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"677","dance","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/dance","https://dictionary.cambridge.org/dictionary/english/dance","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"697","decline","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/decline","https://dictionary.cambridge.org/dictionary/english/decline","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"700","decrease","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/decrease","https://dictionary.cambridge.org/dictionary/english/decrease","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"704","defeat","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/defeat","https://dictionary.cambridge.org/dictionary/english/defeat","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"712","delay","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/delay","https://dictionary.cambridge.org/dictionary/english/delay","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"716","delight","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/delight","https://dictionary.cambridge.org/dictionary/english/delight","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
